考える	かんがえる	to think about, to take into consideration., to ponder, to reflect, to try to come at a conclusion, to think over (something)., to intend, to decide (to do), to plan., to come up with, to devise, to scheme., to predict, to anticipate, to expect., to suspect, to doubt., to consider (somebody to be something), to look on.
講堂	こうどう	auditorium, lecture hall.
祖母	そぼ, ばば, おおば, おば, うば	grandmother.
地理	ちり	geography.
倒れる	たおれる	to fall, to collapse, to drop, to fall senseless., to be forced to bed (by illness, etc.)., to die., to go bankrupt, to be ruined, to have a bad debt., to be defeated (in a game)., to fall (of governments, dictators, etc.).
特急	とっきゅう	limited express (train, faster than an express)., great hurry.
布団	ふとん	futon (quilted Japanese-style mattress laid out on the floor)., round cushion used for Zen meditation (traditionally made of woven bulrush leaves).
落ちる	おちる	to fall down, to drop, to fall (e.g. rain), to sink (e.g. sun or moon), to fall onto (e.g. light or one's gaze), to be used in a certain place (e.g. money)., to be omitted, to be missing., to decrease, to sink., to fail (e.g. exam or class), to lose (contest, election, etc.)., to crash, to degenerate, to degrade, to fall behind., to become indecent (of a conversation)., to be ruined, to go under., to fade, to come out (e.g. a stain), to come off (e.g. makeup), to be removed (e.g. illness, possessing spirit, name on a list)., to fall (into someone's hands), to become someone's possession., to fall (into a trap), to fall (for a trick)., to give in, to give up, to confess, to flee., to fall, to be defeated, to surrender., to come to (in the end), to end in., to fall (in love, asleep, etc.)., to swoon (judo)., to consent, to understand., to crash, to freeze., to die., to move to the depths.
辞典	じてん, ことばてん	dictionary.
下着	したぎ	underwear.
苦い	にがい	bitter.
承知	しょうち	knowledge, awareness., consent, acceptance, assent, admitting, compliance, agreement, acknowledgment, acknowledgement., forgiving, pardoning, excusing.
棚	たな	shelf, shelves, ledge, rack., trellis.
留守	るす	absence, being away from home., house-sitting, house-sitter., being left unattended to (of one's studies, etc.), neglecting.
以上	いじょう	not less than, ... and more, ... and upwards., beyond ... (e.g. one's means), further (e.g. nothing further to say), more than ... (e.g. cannot pay more than that)., above-mentioned, foregoing., since ..., seeing that ...., this is all, that is the end, the end.
花見	はなみ	cherry blossom viewing, flower viewing.
絹	きぬ	silk.
消しゴム	けしゴム	eraser, India rubber.
畳	たたみ	tatami mat, Japanese straw floor coverings.
飾る	かざる	to decorate, to ornament, to adorn.
退院	たいいん	leaving hospital, discharge from hospital.
暮れる	くれる	to get dark., to end, to come to an end, to close, to run out., to be sunk (e.g. in despair), to be lost.
冷房	れいぼう	cooling, air-conditioning.
起こす	おこす	to raise, to cause, to wake someone.
大体	だいたい	general, substantially, outline, main point, approximately, about.
ご存じ	ごぞんじ	knowing., (an) acquaintance.
景色	けしき, けいしょく	scenery, scene, landscape.
見物	けんぶつ	sightseeing, watching, viewing., sightseer, watcher, spectator.
構う	かまう	to mind, to care about, to be concerned about., to care for, to look after., to prepare for., to interfere with, to meddle in., to tease.
指輪	ゆびわ	(finger) ring.
邪魔	じゃま	hindrance, obstacle, nuisance., to visit (somebody's home)., demon who hinders Buddhist training, demon who obstructs sentient beings from maintaining moral behaviour.
赤ん坊	あかんぼう, あかんぼ	baby, infant.
騒ぐ	さわぐ	to make noise, to make racket, to be noisy., to rustle, to swoosh., to make merry., to clamor, to clamour, to make a fuss, to kick up a fuss., to lose one's cool, to panic, to act flustered., to feel tense, to be uneasy, to be excited.
通る	とおる	to go by, to go past, to go along, to travel along, to pass through, to use (a road), to take (a route), to go via, to go by way of., to run (between), to operate (between), to connect., to go indoors, to go into a room, to be admitted, to be shown in, to be ushered in, to come in., to penetrate, to pierce, to skewer, to go through, to come through., to permeate, to soak into, to spread throughout., to carry (e.g. of a voice), to reach far., to be passed on (e.g. of a customer's order to the kitchen), to be relayed, to be conveyed., to pass (a test, a bill in the House, etc.), to be approved, to be accepted., to go by (a name), to be known as, to be accepted as, to have a reputation for., to be coherent, to be logical, to be reasonable, to be comprehensible, to be understandable, to make sense., to get across (e.g. of one's point), to be understood., to be straight (e.g. wood grain)., to do ... completely, to do ... thoroughly.
漬ける	つける	to soak, to seep, to dip in., to pickle.
電報	でんぽう	telegram.
飛行場	ひこうじょう	airfield, airport.
品物	しなもの	goods, article, thing.
優しい	やさしい	tender, kind, gentle, graceful, affectionate, amiable.
決まる	きまる	to be decided, to be settled., to look good in (clothes).
一杯	いっぱい	amount necessary to fill a container (e.g. cupful, spoonful, etc.), drink (usu. alcoholic)., full., one squid, octopus, crab, etc., one boat., fully, to capacity., a lot, much., all of ..., the entire ....
喜ぶ	よろこぶ	to be delighted, to be glad, to be pleased., to congratulate., to gratefully accept.
高等学校	こうとうがっこう	senior high school, high school.
思い出す	おもいだす	to recall, to remember, to recollect.
支度	したく	preparation, arrangements.
親切	しんせつ	kindness, gentleness.
暖房	だんぼう	heating.
逃げる	にげる	to escape, to run away.
変	へん	strange, odd, peculiar, weird, curious, queer, eccentric, funny, suspicious, fishy., unexpected., change., incident, disturbance, disaster, accident., flat (music).
又は	または	or, otherwise.
泥棒	どろぼう	thief, burglar, robber, theft.
楽しむ	たのしむ	to enjoy (oneself).
見える	みえる	to be seen, to be in sight., to look, to seem, to appear., to come.
全然	ぜんぜん	not at all (with neg. verb)., wholly, entirely, completely.
連れる	つれる	to lead, to take (a person).
下宿	げしゅく	boarding, lodging, boarding house.
始める	はじめる	to start, to begin, to commence, to initiate, to originate., to open (e.g. a store), to start up, to establish (business. etc.)., to start ..., to begin to ....
手袋	てぶくろ	glove, mitten, mitt.
申し上げる	もうしあげる	to say, to tell, to state, to express, to offer, to extend (greetings, congratulations, etc.)., to do.
発音	はつおん	pronunciation.
落とす	おとす	to drop, to lose, to let fall, to shed (light), to cast (one's gaze), to pour in (liquid), to leave behind., to clean off (dirt, makeup, paint, etc.), to remove (e.g. stains or facial hair), to lose, to spend money at a certain place, to omit, to leave out, to secretly let escape., to lose (a match), to reject (an applicant), to fail (a course), to defeat (in an election)., to lower (e.g. shoulders or voice), to lessen (e.g. production or body weight), to worsen (quality), to reduce (e.g. rank or popularity), to speak badly of, to make light of, to fall into straitened circumstances., to fall into (e.g. a dilemma or sin), to make one's own, to have one's bid accepted, to force surrender, to take (e.g. an enemy camp or castle), to forcefully convince, to press for a confession, to deal with., to download, to copy from a computer to another medium., to make someone swoon (judo)., to finish a story (e.g. with the punch line)., to finish (a period, e.g. of fasting).
引っ越す	ひっこす, ひきこす	to move (house), to change residence.
下さる	くださる	to give, to confer, to bestow., to kindly do for one, to oblige, to favour, to favor.
厳しい	きびしい, いかめしい	severe, strict, rigid, unsparing, relentless., stern, austere, grave, solemn, majestic., intense (cold), harsh.
今夜	こんや	this evening, tonight.
残る	のこる	to remain, to be left.
出来るだけ	できるだけ	as much as one can, as much as possible, if at all possible.
小鳥	ことり	small bird, songbird., birdie, dickeybird, dickybird.
昼休み	ひるやすみ	lunch break, noon recess, noon rest period.
遠慮	えんりょ	reserve, constraint, restraint, modesty, diffidence, hesitation, holding back, discretion, tact, thoughtfulness., declining, refraining., forethought, foresight.
壊す	こわす	to break, to destroy, to demolish., to wreck, to ruin, to spoil, to damage., to break (a bill, etc.).
汽車	きしゃ	train (sometimes specifically a steam train).
踏む	ふむ	to step on, to tread on., to experience, to undergo., to estimate, to value, to appraise., to rhyme., to follow (rules, morals, principles, etc.).
居る	おる	to be (animate), to be, to exist., (after the -te form of a verb) verb indicating continuing action or state (i.e. to be ..ing)., (after -masu base of verb) indicates contempt or disdain for another's actions.
怖い	こわい	scary, frightening, eerie, dreadful., (I'm) afraid.
家内	かない, やうち	(my) wife., inside the home, one's family.
間に合う	まにあう	to be in time for., to serve (suit, meet) the purpose, to be good enough, to be enough.
急行	きゅうこう	moving at high speed., express (e.g. train that bypasses many stations).
集まる	あつまる	to gather, to collect, to assemble.
通う	かよう	to go back and forth, to ply between., to commute, to attend (school, church, etc.).
怒る	おこる, いかる	to get angry, to get mad., to tell someone off, to scold., to be angular, to be square.
お嬢さん	おじょうさん	daughter., young lady.
壊れる	こわれる	to be broken, to break., to fall through, to come to nothing.
申す	もうす	to say, to be called., to do.
払う	はらう	to pay (e.g. money, a bill, one's taxes, etc.)., to brush, to wipe, to clear away, to dust off, to prune away branches., to drive away (e.g. one's competitors), to sweep out.
嘘	うそ	lie, falsehood, incorrect fact., Really!, Unbelievable!, No way!.
玩具	おもちゃ, がんぐ, オモチャ	toy, plaything.
急ぐ	いそぐ	to hurry, to rush, to hasten, to make something happen sooner.
決める	きめる	to decide, to choose, to determine, to make up one's mind, to resolve, to set one's heart on, to settle, to arrange, to set, to appoint, to fix., to clinch (a victory), to decide (the outcome of a match)., to persist in doing, to go through with., to always do, to have made a habit of., to take for granted, to assume., to dress up, to dress to kill, to dress to the nines., to carry out successfully (a move in sports, a pose in dance, etc.), to succeed in doing., to immobilize with a double-arm lock (in sumo, judo, etc.)., to eat or drink something, to take illegal drugs.
笑う	わらう	to laugh., to smile., to sneer, to ridicule., to be dumbfounded, to be flabbergasted.
不便	ふべん	inconvenience, inexpediency, unhandiness.
文法	ぶんぽう	grammar, syntax.
木綿	もめん, きわた	cotton (material)., red silk-cotton tree (Bombax ceiba).
訳	わけ	conclusion from reasoning, judgement or calculation based on something read or heard, reason, cause, meaning, circumstances, situation.
頑張る	がんばる	to persevere, to persist, to keep at it, to hang on, to hold out, to do one's best., to insist that, to stick to (one's opinion)., to remain in a place, to stick to one's post, to refuse to budge.
深い	ふかい	deep., profound., dense, thick., close (relationship)., intense, strong., late.
沸かす	わかす	to boil, to heat., to excite.
役に立つ	やくにたつ	to be helpful, to be useful.
乗り換える	のりかえる	to transfer (trains), to change (bus, train)., to change one's mind, to move on to (e.g. a new love interest), to change methods, to change one's way of thinking.
向かう	むかう	to face., to go towards.
別れる	わかれる	to be divided, to part from, to separate, to bid farewell.
